title,publishedAt,category,views,likes,comments,duration,tags,country
Binging with Babish: Bob's Burgers,2017-03-14T13:17:19Z,24,15499781,247276,6880,PT6M22S,"['poutine on the ritz burger', 'tina belcher', 'gene belcher', ""binging with babish bob's burgers"", ""bob's burgers burgers"", 'binging with babish bobs burgers', 'burger', 'meatsiah', 'pear qwerty horse', 'baby you can chive my car', 'burgers', 'poutine on the ritz', 'bet it all on black garlic burger', 'burger wellington', ""bob's burgers recipe"", 'bobs burgers', 'linda belcher', 'bet it all on black', ""bob's burgers"", 'baby you can chive my car burger', 'fried pickles', 'louise belcher', 'binging with babish', 'black garlic']",US
Binging with Babish: Ratatouille (Confit Byaldi) from Ratatouille,2017-03-02T15:27:10Z,24,30616185,685926,13280,PT4M5S,"['gusteau', 'little chef ratatouille', 'confit', 'ratatouille', 'blanch', 'roasted vegetables', 'vegetable recipe', 'vegetables', 'vegetarian main dish', 'binging with babish ratatouille', 'remy the rat', 'tomatoes', 'ratatouille movie scene', 'pear qwerty horse', 'pixar', 'ratatouille recipe', 'confit byaldi recipe', 'how to make ratatouille', 'confit byaldi', 'binging with babish', 'remy', 'byaldi']",US
Binging with Babish: Breakfast from Howl's Moving Castle,2019-06-04T13:00:09Z,24,11170188,243280,7955,PT4M55S,"['homemade', 'bacon', 'smoked', 'cured', 'how to make bacon', 'how to cure bacon', 'how to make your own bacon', 'how to make bacon from pork belly', ""howl's moving castle"", 'miyazaki', 'studio ghibli', 'eggs', 'bread', 'cheese', 'calcifer', 'christian', 'bale', ""howl's moving castle breakfast"", ""breakfast from howl's moving castle"", 'bacon recipe', 'how to make bacon at home', 'binging with babish', 'babbish', 'cooking with babish']",US
Binging with Babish: Chicken Kiev from Mad Men,2021-03-02T14:00:22Z,24,2617049,83100,4174,PT4M42S,"['Chicken recipes', 'Chicken kiev', 'Mad men recipes', 'Chicken Kiev recipe', 'Chicken Kyiv recipe', 'Binging with babbish', 'Babbish', 'Stuffed chicken', 'Stuffed chicken recipe', 'Chicken cordon blue', 'Chicken cordon bleu', 'Dinner recipes', 'Babbish recipes', 'Mad men babbish', 'Mad men', 'Don Draper', 'Fried chicken', 'binging with babish', 'babbish', 'cooking with babish', 'pear qwerty horse', 'babish mad men', 'babish chicken', 'babish chicken kiev']",US
Binging with Babish: Cola-Braised Short Rib from The Bear,2022-10-04T13:00:03Z,22,2310974,64184,878,PT6M32S,"['binging with babish', 'basics with babish', 'cooking with babbish', 'babbish', 'babish', 'pear qwerty horse', 'the bear', 'the bear fx', 'the bear short ribs', 'the bear food', 'the bear recipe', 'binging with babish the bear', 'matty matheson the bear', 'cola braised short ribs', 'the bear short ribs recipe', 'cola braised short ribs the bear', 'cola braised short ribs with risotto', 'babish the bear', 'babish short ribs risotto', 'babish risotto', 'babish risotto recipe']",US
Chicken Piccata | Basics with Babish,2022-02-17T14:00:27Z,22,964924,32461,553,PT5M26S,"['babish', 'babbish', 'binging with babish', 'basics with babish', 'cooking with babish', 'cooking with babbish', 'chicken piccata', 'basics chicken', 'chicken basics', 'chicken piccata recipe', 'chicken piccata pasta', 'chicken piccata how to', 'chicken picccata at home', 'pear qwerty horse', 'chicken piccata tasty', 'chicken picata', 'chicken picatta']",US
"Binging with Babish: Steak, Eggs and Gravy from Twister",2020-12-08T14:00:32Z,24,6588613,167247,6069,PT5M23S,"['twister', 'twister breakfast', 'twister steak', 'twister gravy', 'bill paxton', 'helen hunt', 'homemade gravy', 'how to make gravy', 'how to make steak and eggs', 'steak and eggs', 'ribeye', 'pan seared ribeye', 'mashed potatoes', 'mashed potatoes and gravy', 'mashed potatoes recipe', 'babbish', 'binging with babbish', 'gravy recipe', 'sunny side up eggs', 'breakfast', 'breakfast recipes', 'binging with babish', 'pear qwerty horse', 'babish twister', 'twister babish']",US
Binging with Babish: The Swanson from Parks and Recreation,2019-03-26T13:00:00Z,24,7494934,117286,3336,PT4M52S,"['parks and recreation', 'parks and rec', 'parks & rec', 'ron swanson', ""I'm ron fucking swanson"", 'grill', 'grilled', 'smoked', 'smoker', 'smoke', 'turkey', 'leg', 'drumstick', 'bacon', 'wrapped', 'summer', 'bbq', 'impressions', 'the swanson', 'parks and rec swanson', 'parks and rec the swanson', 'the swanson recipe', 'how to make the swanson', 'turkey leg recipe', 'how to make turkey legs', 'bacon wrapped turkey leg', 'binging with babish', 'cooking with babish', 'babbish', 'pear qwerty horse']",US
Binging with Babish: Apple Fritters from Regular Show,2019-08-27T13:00:09Z,24,7875521,216223,5235,PT6M31S,"['regular', 'show', 'double', 'glazed', 'apple', 'fritters', 'apple fritters recipe', 'homemade apple fritters', 'homemade donuts', 'donuts', 'doughnuts', 'how to make donuts', 'binging with babish', 'cooking with babish', 'babbish', 'regular show recipe', 'regular show apple fritters', 'apple fritters regular show', 'double glazed apple fritters regular show', 'double glazed apple fritters', 'pear qwerty horse']",US
Binging with Babish: Grilled Cheese Deluxe from Regular Show,2019-04-16T13:00:06Z,24,19279039,422053,14240,PT7M24S,"['grilled', 'cheese', 'deluxe', 'melty', 'melt', 'stretchy', 'gruyere', 'cheddar', 'brie', 'american', 'sandwich', 'regular', 'show', 'mordecai', 'rigby', 'benson', ""cheezer's"", 'cheezers', 'cartoon', 'network', 'binging with babish', 'babbish', 'grilled cheese', 'cooking with babish', 'grilled cheese deluxe', 'how to make grilled cheese', 'perfect grilled cheese', 'best grilled cheese', 'grilled cheese recipe', 'how to make the perfect grilled cheese', 'pear qwerty horse']",US
Binging with Babish: Crab Bisque from Seinfeld,2022-05-24T13:15:00Z,22,1389434,56047,1139,PT5M23S,"['babish', 'babbish', 'basics with babish', 'binging with babish', 'cooking with babish', 'cooking with babbish', 'pear qwerty horse', 'crab bisque', 'seinfeld', 'seinfeld crab bisque', 'crab bisque recipe', 'how to make crab bisque', 'seinfeld crab bisque recipe', 'babish crab bisque', 'seinfeld babish', 'babish seinfeld', 'easy crab bisque', 'crab bisque from scratch', 'crab bisque at home', 'babish crab bisque recipe', 'binging with babish seinfeld', 'binging with babish crab bisque']",US
Binging with Babish: Sugar Chicken from Rick & Morty,2021-02-23T14:00:06Z,24,5531313,193919,4027,PT7M20S,"['binging with babish', 'babbish', 'basics with babish', 'cooking with babish', 'rick and morty', 'rick & morty', 'orange chicken', 'orange chicken recipe', 'how to make orange chicken', 'how to make orange chicken at home', 'sugar chicken', 'rick and morty sugar chicken', 'rick & morty sugar chicken', 'sugar chicken rick and morty', 'pear qwerty horse', 'babish rick and morty', 'babish orange chicken', 'babish sugar chicken', 'babish rick & morty']",US
Binging with Babish: Paunch Burger from Parks & Rec,2020-08-11T13:00:11Z,24,9937678,206947,6165,PT7M59S,"['binging with babish', 'babish', 'babbish', 'cooking with babish', 'paunch burger', 'parks and rec', 'parks and recreation', 'paunch burger babish', 'paunch burger binging with babish', 'paunch burger parks and rec', 'paunch burger recipe', 'pear qwerty horse', 'parks and rec paunch burger', 'paunch burger dinner for breakfast', 'paunch burger how to make', 'how to make paunch burger', 'parks and recreation paunch burger', 'parks and recreation paunch burger episode', 'paunch burger number 2']",US
Binging with Babish: The Wire Special,2017-12-26T14:00:04Z,24,7367422,88883,3996,PT5M48S,"['the wire', 'horseradish', 'food from the wire', 'fries', 'bodie wee', 'mcnulty', 'bodie', 'lake trout', 'bey', 'kima', 'french fries', 'food from baltimore', 'wire', 'david', 'fried', 'baltimore', 'bey mcnulty', 'baltimore food', 'pear qwerty horse', 'french', 'the', 'eggs in beer', 'pit beef', 'simon', 'wee', 'food in baltimore']",US
Shrimp Scampi Pasta | Basics with Babish,2021-01-28T14:00:01Z,24,3423488,105482,2731,PT7M47S,"['babish', 'babbish', 'pear qwerty horse', 'binging with babish', 'basics with babish', 'cooking with babish', 'cooking with babbish', 'shrimp scampi', 'shrimp scampi recipe', 'how to make shrimp scampi', 'babish shrimp scampi', 'easy shrimp scampi', 'basics with babish shrimp scampi', 'shrimp scampi with pasta', 'shrimp scampi sauce', 'shrimp scampi sauce recipe', 'shrimp scampi how to', 'shrimp scampi babish', 'shrimp scampi at home', 'shrimp scampi pasta recipe', 'shrimp scampi pasta']",US
Binging with Babish: Fried Chicken Lasagna & The Luther Burger from the Boondocks,2017-07-04T18:31:27Z,24,12383911,232200,9220,PT6M17S,"['the boondocks', 'breakfast lasagna recipe', 'waffle recipe', 'luther burger recipe', 'breakfast', 'fried chicken lasagna', 'binging with babish', 'luther burger from the boondocks', 'boondocks', 'luther burger', 'chicken', 'pear qwerty horse', 'sausage gravy', 'waffle', 'how to make fried chicken', 'luther', 'the luther burger', 'sausage gravy recipe', 'fried', 'fried chicken lasagna from the boondocks', 'burger', 'fried chicken', 'breakfast lasagna', 'lasagna', 'how to make sausage gravy']",US
Braised Short Ribs | Basics with Babish,2020-09-17T13:00:06Z,24,3907390,91987,2936,PT7M27S,"['binging with babish', 'babbish', 'babish', 'cooking with babish', 'pear qwerty horse', 'short ribs', 'shortribs', 'braised short ribs', 'braised short ribs recipe', 'short ribs recipe', 'short ribs and grits', 'short ribs and grits recipe', 'short rib recipe', 'short rib', 'beef short ribs', 'beef short ribs recipe', 'how to make short ribs', 'babish short ribs', 'short ribs in the oven', 'short ribs on the grill']",US
Binging with Babish: Judy the Elf's Hot Cocoa from The Santa Clause,2020-12-22T14:00:18Z,24,3906324,155763,4110,PT5M39S,"['binging with babish', 'babbish', 'babish', 'the santa clause', 'santa clause', 'santa claus', 'the santa claus', ""judy's hot chocolate recipe"", ""judy's hot cocoa recipe"", ""judy's hot cocoa"", ""judy's hot chocolate"", 'babish hot chocolate', 'hot chocolate recipe', 'hot chocolate', 'hot cocoa', 'hot cocoa recipe', 'babish hot cocoa', 'how to make hot cocoa', 'basics with babish hot cocoa', 'pear qwerty horse', 'santa clause hot cocoa', 'santa clause hot chocolate']",US
Binging with Babish: Fettuccine Alfredo from The Office,2021-04-13T13:30:02Z,24,3270723,104439,2517,PT5M11S,"['fettuccine alfredo', 'fettuccine alfredo recipe', 'alfredo sauce', 'alfredo sauce recipe', 'how to make alfredo', 'how to make fettuccine alfredo', 'binging with babish', 'basics with babish', 'babbish', 'cooking with babish', 'pear qwerty horse', 'the office', 'the office alfredo', 'the office fun run', 'the office alfredo pasta', 'alfredo pasts', 'fettuccine alfredo babish', 'alfredo babish', 'babish alfredo', 'the office babish', 'binging with babish the office']",US
Binging with Babish: Tyler's Bullsh*t from The Menu,2023-04-18T13:15:05Z,22,2048750,60532,1867,PT6M58S,"['the menu', 'babish', 'babbish', 'binging with babish', 'basics with babish', ""tyler's bullshit"", 'lamb recipe', 'sous vide recipe', 'pear qwerty horse', 'babish the menu', 'the menu recipe', 'food from the menu', 'babish the menu food', 'cooking with babbish']",US
These Final Fantasy fans didn’t hold back with their cosplay. #Shorts #FinalFantasy #BBCNews,2023-10-24T13:53:57Z,25,29836,878,46,PT36S,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world']",GB
'You killed a million people in Iraq' George Galloway tells Jacqui Smith - BBC News,2014-09-26T13:47:14Z,25,12613403,184551,27446,PT1M19S,"['Iraq (Country)', 'Iraq War (Military Conflict)', 'bbc', 'news', 'bbc news', 'world news', 'journalism', 'jihad', 'jihadist', 'jihadi', 'this week bbc', 'this week', 'George Galloway (Politician)', 'jackie smith', 'tony blair', 'tony blair iraq', 'Tony Blair (Politician)', 'interview', 'george galloway interview', 'Respect Party (Political Party)', 'Islamic State (Form Of Government)', 'Islamic State Of Iraq And Syria (Organization)', 'Jacqui Smith (Politician)', 'Syria (Country)', 'iraq', 'middle', 'east']",GB
"Joseph Walker is a ""hero"" after dying attempting to stop the Maine gunman, his dad said. #BBCNews",2023-10-28T13:47:01Z,25,34667,891,50,PT39S,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world']",GB
Forest City: Inside Malaysia's Chinese-built 'ghost city' - BBC News,2023-12-05T09:15:54Z,25,774522,5099,1536,PT3M38S,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",GB
Colossal sea monster unearthed in UK - BBC News,2023-12-10T17:19:42Z,25,1526502,24321,4080,PT4M34S,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",GB
Science rejuvenates woman's skin cells to 30 years younger - BBC News,2022-04-08T19:00:11Z,25,1032074,31887,3377,PT2M21S,"['bbc', 'bbc news', 'news']",GB
Terracotta Army: The greatest archaeological find of the 20th century - BBC News,2017-04-29T07:44:26Z,25,1275670,10529,1081,PT4M,"['Terracotta Army', 'Terracotta', 'Army', 'archaeological', 'archaeology', 'bbc news', 'bbc', 'news', 'clay', 'clay army', 'Xi’an', 'Qin', 'dynasty', 'Qin dynasty', 'First Emperor of China', 'china china news', 'chinese', 'Li Xiuzhen', 'terracotta figures']",GB
"Dinosaur fossil from asteroid strike that caused extinction found, scientists claim - BBC News",2022-04-07T13:00:31Z,25,1951291,51321,7642,PT3M18S,"['bbc', 'bbc news', 'news']",GB
How Queen Elizabeth dealt with prime ministers from Winston Churchill to Boris Johnson – BBC News,2022-06-03T09:36:06Z,25,1961147,26679,2478,PT3M36S,"['bbc', 'bbc news', 'news', 'Queen', 'Prime minister', 'Jubilee']",GB
How the world's first sand battery stores green power - BBC News,2022-07-05T14:09:12Z,25,521838,8324,1300,PT4M8S,"['bbc', 'bbc news', 'news']",GB
A rare look inside North Korea's Kim Il Sung University - BBC News,2016-05-06T12:35:47Z,25,2950374,33159,3607,PT3M30S,"['bbc', 'North Korea', 'korea', 'koreas', 'pyongyang', 'bbc news', 'news', 'lifestyle', 'culture', 'Kim Jong-Un', 'youtube', 'video']",GB
Inside the brain of a gambling addict - BBC News,2016-09-12T11:12:11Z,28,898715,6251,1626,PT3M43S,"['bbc', 'bbc news', 'news', 'gambling', 'addict', 'addiction', 'gambling addiction', 'gambling documentary', 'addiction documentary', 'wendy bendel', 'fobt', 'gamblers', 'poker', 'roulette', 'black jack', 'betting', 'youtube', 'video', 'lifestyle', 'documentary', 'documentaries', 'brain']",GB
Inside the secret training bases for foreign soldiers fighting for Ukraine - BBC News,2022-06-24T13:51:24Z,25,973335,19046,4422,PT3M19S,"['bbc', 'bbc news', 'news']",GB
Olive oil price skyrockets as Spain suffers summer droughts for second year | BBC News,2023-12-06T09:31:49Z,25,42172,473,234,PT3M16S,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",GB
Inside London's newly refurbished Big Ben - BBC News,2022-03-17T16:00:25Z,25,694973,9031,871,PT2M37S,"['bbc', 'bbc news', 'news', 'big ben', 'london', 'england', 'westminster', 'clock', 'tower', 'houses of parliament', 'elizabeth tower', 'renovation']",GB
Inside Russia's Arctic military base - BBC News,2021-05-23T14:00:08Z,25,2080145,22932,4210,PT3M39S,"['bbc', 'bbc news', 'news']",GB
Theory of Evolution: How did Darwin come up with it? - BBC News,2019-11-30T14:50:55Z,28,1029010,19080,9892,PT5M24S,"['bbc', 'bbc news', 'news']",GB
Russia fires cruise missiles at Ukraine for first time in two months - BBC News,2023-12-09T09:27:13Z,25,147419,3561,1539,PT2M32S,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",GB
John Lennon on mental health and the Beatles reuniting | BBC News,2023-12-08T18:00:10Z,25,133141,1182,142,PT4M29S,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",GB
Why does Japan have so few children? - BBC News,2022-05-07T14:00:33Z,25,1566893,19548,4692,PT2M46S,"['bbc', 'bbc news', 'news']",GB
How a robot recycles our electronic waste – BBC News,2022-07-31T10:48:28Z,25,100775,2284,286,PT4M3S,"['bbc', 'bbc news', 'news']",GB
Several killed in Copenhagen shooting: police “can’t rule out terror motive” - BBC News,2022-07-03T21:41:25Z,25,654329,6641,3580,PT2M57S,"['bbc', 'bbc news', 'news', 'Copenhagen', 'Denmark', 'Danish', 'shooter', 'shooting', 'mall', 'shopping', 'centre', '22', 'man', 'arrested', 'hunting', 'rifle', 'terror', 'terrorism', 'motive', 'several', 'dead', 'injured', 'eyewitness', 'panic', 'shoppers', 'Sunday', 'gunfire', 'shots', 'police', 'security', 'capital', 'south', 'city', 'risk', 'danger', 'threat', 'killed', 'wounded', 'hospital', 'treated', 'fear', 'arrest', 'detained', 'held', 'questioned', 'Huw', 'Edwards', 'Gordon', 'Corera', 'gun', 'bullets', 'pistol', 'handgun', 'automatic', 'weapon', 'armed']",GB
Giant pandas leave Edinburgh Zoo for return to China - BBC News,2023-12-04T13:13:03Z,25,28896,421,199,PT2M45S,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",GB
DR Congo asks East African regional forces to leave the country - BBC News,2023-12-08T13:30:11Z,25,77839,573,249,PT3M50S,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",GB
US Republicans block Ukraine and Israel aid bill - BBC News,2023-12-07T10:30:18Z,25,277507,2875,3266,PT4M15S,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",GB
Couple married for 91 years and still in love - BBC News,2022-02-14T10:30:05Z,25,199795,2796,441,PT2M41S,"['bbc', 'bbc news', 'news', 'Valentines', 'Valentines Day', 'Marriage', 'Long marriage', 'married', 'anniversary', 'love', 'Yemen', 'Jew', 'Jewish', 'Israel', 'Orphan']",GB
Families rely on landfill site for food in Argentina slums – BBC News,2022-07-30T10:42:44Z,25,523201,6076,2361,PT10M21S,"['bbc', 'bbc news', 'news', 'Argentina', 'Poverty', 'Slums']",GB
Russia's flagship warship the Moskva has sunk – BBC News,2022-04-15T12:02:09Z,25,1919323,18705,5911,PT5M3S,"['bbc', 'bbc news', 'news', 'Russia', 'Ukraine']",GB
Putin described as 'most intelligent gentleman' by former Austrian foreign minister | BBC News,2023-12-07T22:23:57Z,25,379721,6644,4361,PT6M36S,"['bbc', 'bbc news', 'news', 'world news', 'breaking news', 'us news', 'world', 'america', 'usa', 'usa news', 'india news']",GB
The Queen’s Christmas message 2021 - BBC News,2021-12-25T17:50:31Z,25,1346447,29817,4169,PT9M2S,"['bbc', 'bbc news', 'news']",GB
TYT Explains The EMBARRASING Fight For Second Place In The GOP Primary,2023-12-07T00:38:59Z,25,24570,914,47,PT58S,"['breaking news', 'news', 'politics', 'TYT', 'TYT Network', 'The Young Turks', 'progressive news', 'progressive media', 'progressives', 'progressive', 'leftists', 'Ana Kasparian', 'fyp', 'for you page', 'shorts', 'cenk uygur', 'johniadarola', 'voting', 'politicalcorruption', 'corporaterepublicans', 'secondplace']",US
LIVE: TYT News & Politics,2023-09-14T20:11:04Z,25,646495,8309,0,P0D,"['TYT', 'The Young Turks', 'Cenk Uygur', 'Progressive', 'TYT Network', 'Ana Kasparian', 'political establishment', 'John Iadarola', 'Breaking News', '2020', 'Election 2020', 'Donald Trump', 'Joe Biden', '2020 Election Results', 'Biden', 'Trump', '2022 election', '2024 election', '2024']",US
Hilarious Debate Ensues From AZ State Governor Candidates,2022-07-06T06:45:01Z,25,446761,14685,3788,PT14M9S,"['220705__BE01AZGOPGovDebate', 'News', 'Politics', 'TYT', 'The Young Turks', 'Cenk Uygur', 'Progressive', 'TYT Network', 'Ana Kasparian', 'political establishment', 'John Iadarola', 'Breaking News', '2020', 'Election 2020', 'Donald Trump', 'Joe Biden', '2020 Election Results', 'Biden', 'Trump', 'Arizona', 'Governor', 'Small Business', 'Border Wall', 'Debate', 'Italian Immigrant', 'Endorsement', 'Law', 'Business', 'Wealth', 'Felon', 'Mandela', 'Prison', 'Corruption']",US
MAGA Crumbles When Asked What Would Happen If He Lost in 2024,2023-12-10T03:00:03Z,25,101216,3342,2366,PT5M27S,"['TYT', 'The Young Turks', 'Cenk Uygur', 'Progressive', 'TYT Network', 'Ana Kasparian', 'political establishment', 'John Iadarola', 'Breaking News', '2020', 'Election 2020', 'Donald Trump', 'Joe Biden', '2020 Election Results', 'Biden', 'Trump', '2022 election', '2024 election', '2024', '231130__MS_Trump Supporters Get Emotional_5m26s']",US
This Red State Labor Leader Is Polling BETTER Than A Republican Incumbent Senator,2023-12-10T01:00:32Z,25,92198,2632,446,PT12M54S,"['231205__TB02Nebraska', 'News', 'Politics', 'TYT', 'The Young Turks', 'Cenk Uygur', 'Progressive', 'TYT Network', 'Ana Kasparian', 'political establishment', 'John Iadarola', 'Breaking News', '2020', 'Election 2020', 'Donald Trump', 'Joe Biden', '2020 Election Results', 'Biden', 'Trump', '2022 election', '2024 election', '2024', 'labor', 'leader', 'union', 'wage', 'Dan Osborn', 'independent', 'Sen. Deb Fischer']",US
Trump's Christmas GRIFT Is Selling UGLY Wrapping Paper,2023-12-09T23:00:28Z,25,29311,1277,518,PT11M14S,"['231205__BE01TrumpWrappingPaper', 'News', 'Politics', 'TYT', 'The Young Turks', 'Cenk Uygur', 'Progressive', 'TYT Network', 'Ana Kasparian', 'political establishment', 'John Iadarola', 'Breaking News', '2020', 'Election 2020', 'Donald Trump', 'Joe Biden', '2020 Election Results', 'Biden', 'Trump', '2022 election', '2024 election', '2024', 'President Donald Trump', 'Christmas Wrapping Paper', 'Never Surrender', 'mug shot']",US
Trumpers Implode Over “Person Of The Year” Taylor Swift,2023-12-09T05:30:02Z,25,110735,4068,1812,PT10M25S,"['231208__BE01_Is_Taylor_Swift', 'News', 'Politics', 'TYT', 'The Young Turks', 'Cenk Uygur', 'Progressive', 'TYT Network', 'Ana Kasparian', 'political establishment', 'John Iadarola', 'Breaking News', '2020', 'Election 2020', 'Donald Trump', 'Joe Biden', '2020 Election Results', 'Biden', 'Trump', '2022 election', '2024 election', '2024', 'Ben Gleib', 'David Shuster', 'Sharon Reed', 'Steve Bannon', 'Mike Lindell', 'Taylor Swift', 'Times', 'Person Of The Year', 'glen beck']",US
Ted Cruz Promotes Alcoholism,2023-12-10T17:00:05Z,25,31902,1280,546,PT4M40S,"['TYT', 'The Young Turks', 'Cenk Uygur', 'Progressive', 'TYT Network', 'Ana Kasparian', 'political establishment', 'John Iadarola', 'Breaking News', '2020', 'Election 2020', 'Donald Trump', 'Joe Biden', '2020 Election Results', 'Biden', 'Trump', '2022 election', '2024 election', '2024', '231130__MS_Proof That Ted Cruz Is An Absolute Clown_4m39s']",US
Corrupt Texas AG THREATENS Doctors Over Emergency Abortion,2023-12-09T03:30:11Z,25,40170,1689,969,PT7M45S,"['231208__TA03Abortions', 'News', 'Politics', 'TYT', 'The Young Turks', 'Cenk Uygur', 'Progressive', 'TYT Network', 'Ana Kasparian', 'political establishment', 'John Iadarola', 'Breaking News', '2020', 'Election 2020', 'Donald Trump', 'Joe Biden', '2020 Election Results', 'Biden', 'Trump', '2022 election', '2024 election', '2024', 'Rayyvana', 'Jackson White', 'Ken Paxton', 'Kate Cox', 'Trisomy 18', 'fatal', 'c-section', 'abortion', 'hysterectomy', 'judges', 'doctors']",US
Democratic Presidential Candidates Join TYT For Forum Responding To Republican Debate,2023-12-07T04:39:20Z,25,19712,947,341,PT5M26S,"['231206__EL01DemCanidatesTogether', 'News', 'Politics', 'TYT', 'The Young Turks', 'Cenk Uygur', 'Progressive', 'TYT Network', 'Ana Kasparian', 'political establishment', 'John Iadarola', 'Breaking News', '2020', 'Election 2020', 'Donald Trump', 'Joe Biden', '2020 Election Results', 'Biden', 'Trump', '2022 election', '2024 election', '2024', 'marianne williamson', 'dean phillips']",US
Ryan Grim Talks 'The Squad' And What Happened To Congressional Progressives,2023-12-07T03:00:03Z,25,68836,2398,511,PT26M,"['231206__TA03_Ryan_Grimm', 'News', 'Politics', 'TYT', 'The Young Turks', 'Cenk Uygur', 'Progressive', 'TYT Network', 'Ana Kasparian', 'political establishment', 'John Iadarola', 'Breaking News', '2020', 'Election 2020', 'Donald Trump', 'Joe Biden', '2020 Election Results', 'Biden', 'Trump', '2022 election', '2024 election', '2024', 'Ryan Grim', 'Bernie Sanders', 'Hillary Clinton', 'The Squad', 'The Intercept', 'AOC']",US
REPORT: 'Hated' Matt Gaetz Reportedly On The House Republican CHOPPING Block,2023-12-09T04:00:15Z,25,118155,3065,589,PT6M13S,"['231208__TA05HouseGOP', 'News', 'Politics', 'TYT', 'The Young Turks', 'Cenk Uygur', 'Progressive', 'TYT Network', 'Ana Kasparian', 'political establishment', 'John Iadarola', 'Breaking News', '2020', 'Election 2020', 'Donald Trump', 'Joe Biden', '2020 Election Results', 'Biden', 'Trump', '2022 election', '2024 election', '2024', 'Ben Gleib', 'Rayyvana', 'Jackson White', 'Matt Gaetz', 'George Santos']",US
Israel FAILED To Warn Music Festival Organizers Of Suspected Oct. 7 Attack,2023-12-08T03:00:25Z,25,90392,3905,2011,PT10M44S,"['231207__TA03IDFFailed', 'News', 'Politics', 'TYT', 'The Young Turks', 'Cenk Uygur', 'Progressive', 'TYT Network', 'Ana Kasparian', 'political establishment', 'John Iadarola', 'Breaking News', '2020', 'Election 2020', 'Donald Trump', 'Joe Biden', '2020 Election Results', 'Biden', 'Trump', '2022 election', '2024 election', '2024', 'Nova music festival', 'October 7', 'occupation', 'IDF', 'spies', 'secret agents', 'military', 'attack', 'terrorist', 'Israel', 'Gaza', 'Palestine']",US
Ex-Speaker Kevin McCarthy QUITS Congress Before Finishing His Term,2023-12-07T02:00:17Z,25,166316,5102,1078,PT10M41S,"['231206__TA01_Ex_Speaker_McCarthy', 'News', 'Politics', 'TYT', 'The Young Turks', 'Cenk Uygur', 'Progressive', 'TYT Network', 'Ana Kasparian', 'political establishment', 'John Iadarola', 'Breaking News', '2020', 'Election 2020', 'Donald Trump', 'Joe Biden', '2020 Election Results', 'Biden', 'Trump', '2022 election', '2024 election', '2024', 'Kevin McCarthy', 'corruption', 'Congress', 'term', 'quit', 'resign']",US
Comedian Pulls A Fast One On Hypocritical Pastor,2022-04-22T06:30:12Z,25,1557351,38500,13615,PT10M40S,"['220421__TB04_MI_Repub_Flubs', 'News', 'Politics', 'TYT', 'The Young Turks', 'Cenk Uygur', 'Progressive', 'TYT Network', 'Ana Kasparian', 'political establishment', 'John Iadarola', 'Breaking News', '2020', 'Election 2020', 'Donald Trump', 'Joe Biden', '2020 Election Results', 'Biden', 'Trump', 'Michigan', 'pastor', 'gubernatorial candidate', 'Republican', 'Republican candidate', 'Republican governor', 'religious education', 'education', 'the Bible', 'Ralph Rebandt', 'Jason Selvig', 'The Good Liars', 'comedian', 'right-wing', 'right-winger', 'pornography']",US
FULL DEBATE: Ana Kasparian vs Ben Shapiro,2021-10-08T06:15:00Z,25,990634,16850,14084,PT57M51S,"['211004__SE00AnaVsBenShapiro_Trimmed', 'News', 'Politics', '211005__BE01AnaLiterallyVsBenShapiro', 'TYT', 'The Young Turks', 'Cenk Uygur', 'Progressive', 'TYT Network', 'Ana Kasparian', 'Biden', 'Trump', 'ana kasparian ben shapiro', 'ana kasparian vs ben shapiro debate', 'ana kasparian debate', 'ana kasparian vs ben shapiro debate 05oct21', 'pa chamber of commerce', 'ana kasparian debate with ben shapiro', 'ben shapiro debate', 'ben shapiro', 'ben shapiro vs', 'pennsylvania chamber of commerce']",US
