title,publishedAt,category,views,likes,comments,duration,tags,country
Candace Owens's Stupidity Has No Limits,2022-03-18T19:00:04Z,25,180664,5310,2639,PT5M5S,"['220317__MS01CandaceOwensisDumb', 'News', 'Politics', 'TYT', 'The Young Turks', 'Cenk Uygur', 'Progressive', 'TYT Network', 'Ana Kasparian', 'political establishment', 'John Iadarola', 'Breaking News', '2020', 'Election 2020', 'Donald Trump', 'Joe Biden', '2020 Election Results', 'Biden', 'Trump', 'Candace Owens', 'Owens', 'Republican', 'Conservative', 'Republican pundit', 'Conservative pundit', 'vaccine', 'pandemic', 'coronavirus', 'MAGA', 'TI', 'grifter', 'grifting', 'sell out']",US
"Ana, Cenk Find A BIG PROBLEM With Study That Claims Retail Theft Is Going DOWN",2023-12-10T23:00:11Z,25,59268,1999,1366,PT16M43S,"['231207__TB03Theft', 'News', 'Politics', 'TYT', 'The Young Turks', 'Cenk Uygur', 'Progressive', 'TYT Network', 'Ana Kasparian', 'political establishment', 'John Iadarola', 'Breaking News', '2020', 'Election 2020', 'Donald Trump', 'Joe Biden', '2020 Election Results', 'Biden', 'Trump', '2022 election', '2024 election', '2024', 'Council on Criminal Justice', 'shoplifting', 'retail', 'New York City', 'theft']",US
Gen Z Slang Led Oxford's 'Word Of The Year' Competition,2023-12-10T18:00:34Z,25,11762,466,108,PT7M57S,"['231208__BE03_Gen_Z_Slang', 'News', 'Politics', 'TYT', 'The Young Turks', 'Cenk Uygur', 'Progressive', 'TYT Network', 'Ana Kasparian', 'political establishment', 'John Iadarola', 'Breaking News', '2020', 'Election 2020', 'Donald Trump', 'Joe Biden', '2020 Election Results', 'Biden', 'Trump', '2022 election', '2024 election', '2024', 'Ben Gleib', 'David Shuster', 'Sharon Reed', 'swiftie', 'situationship', 'rizz', 'AI', 'gen z', 'oxford', 'prompt']",US
"Lauren Boebert Responds To Escorting Allegations, Threatens To Sue American Muckrakers PAC",2022-06-17T04:30:07Z,25,1155822,21844,7233,PT11M6S,"['220616__TB02Lauren', 'News', 'Politics', 'TYT', 'The Young Turks', 'Cenk Uygur', 'Progressive', 'TYT Network', 'Ana Kasparian', 'political establishment', 'John Iadarola', 'Breaking News', '2020', 'Election 2020', 'Donald Trump', 'Joe Biden', '2020 Election Results', 'Biden', 'Trump', 'Boebert', 'Representative Boebert', 'Lauren Boebert', 'Lawsuit', 'Allegations', 'Escort', 'MuckRakers']",US
Trump Supporter: There's ONE Thing I Will Admit Biden Got Right,2023-12-09T21:00:03Z,25,70814,2334,960,PT20M58S,"['231204__BE02TrumpVoters', 'News', 'Politics', 'TYT', 'The Young Turks', 'Cenk Uygur', 'Progressive', 'TYT Network', 'Ana Kasparian', 'political establishment', 'John Iadarola', 'Breaking News', '2020', 'Election 2020', 'Donald Trump', 'Joe Biden', '2020 Election Results', 'Biden', 'Trump', '2022 election', '2024 election', '2024', 'MAGA', 'Trump supporter', 'Michael Shure', 'student loans', 'gas prices', 'economy', 'American economy']",US
Repub Karen’s JAW-DROPPING Defense Of ERASING American History,2021-12-09T06:15:01Z,25,791795,22518,9926,PT14M43S,"['211206__TB04RepubsJawDroppingDefenseofBanningHistory', 'News', 'Politics', 'TYT', 'The Young Turks', 'Cenk Uygur', 'Progressive', 'TYT Network', 'Ana Kasparian', 'political establishment', 'John Iadarola', 'Breaking News', '2020', 'Election 2020', 'Donald Trump', 'Joe Biden', '2020 Election Results', 'Biden', 'Trump', 'Karen', 'Republican', 'New Hampshire', 'Erica Layton', 'racism', 'American history', 'Three-Fifths Compromise', 'CRT', 'anti-communism', 'Adam Sexton']",US
"Hunter Biden Hit With MORE Tax Charges, Lavish Spending Revealed",2023-12-09T02:00:30Z,25,25230,877,660,PT11M49S,"['231208__TA01HunterBidenCharged', 'News', 'Politics', 'TYT', 'The Young Turks', 'Cenk Uygur', 'Progressive', 'TYT Network', 'Ana Kasparian', 'political establishment', 'John Iadarola', 'Breaking News', '2020', 'Election 2020', 'Donald Trump', 'Joe Biden', '2020 Election Results', 'Biden', 'Trump', '2022 election', '2024 election', '2024', 'Rayyvana', 'Jackson White', 'Hunter Biden', 'taxes', 'tax evasion', 'plea agreement', 'plea deal']",US
How Much Is George Santos RAKING IN On His Cameo Videos? (A LOT),2023-12-08T05:30:10Z,25,65317,1890,641,PT8M28S,"['231207__BE01Santos', 'News', 'Politics', 'TYT', 'The Young Turks', 'Cenk Uygur', 'Progressive', 'TYT Network', 'Ana Kasparian', 'political establishment', 'John Iadarola', 'Breaking News', '2020', 'Election 2020', 'Donald Trump', 'Joe Biden', '2020 Election Results', 'Biden', 'Trump', '2022 election', '2024 election', '2024', 'George Santos', 'cameo', 'John Fetterman']",US
Trump Supporters Are Terrified Of FACTS And SCIENCE,2021-12-26T17:00:01Z,25,542341,13978,4512,PT5M3S,"['211221__MS01FearOfScienceREPURP', 'News', 'Politics', 'tyt', 'the young turks', 'tyt network', 'progressive', 'ana kasparian', 'cenk uygur', 'facts', 'science', 'qanon', 'right wing', 'conservative', 'gop', 'fake news', 'fox news', 'right wing conspiracy', 'Fox News lies', 'right wing lies', 'vaccines', 'covid', 'coronavirus', 'pandemic', 'endemic', 'omicron', 'delta', 'covid variants', 'variants of concern', 'trump', 'Donald trump', '2020 election']",US
George Santos Says He Has Dirt And VOWS To Bring Down Republicans With Him,2023-12-05T05:00:29Z,25,187413,4349,1070,PT10M28S,"['231204__TB03Santos', 'News', 'Politics', 'TYT', 'The Young Turks', 'Cenk Uygur', 'Progressive', 'TYT Network', 'Ana Kasparian', 'political establishment', 'John Iadarola', 'Breaking News', '2020', 'Election 2020', 'Donald Trump', 'Joe Biden', '2020 Election Results', 'Biden', 'Trump', '2022 election', '2024 election', '2024', 'congress', 'expel', 'ethics', 'Nicole Malliotakis', 'insider trading']",US
Republican On Republican VIOLENCE Accusations Are Piling Up,2023-12-06T04:30:20Z,25,226085,5618,1234,PT6M57S,"['231205__BE02MTG', 'News', 'Politics', 'TYT', 'The Young Turks', 'Cenk Uygur', 'Progressive', 'TYT Network', 'Ana Kasparian', 'political establishment', 'John Iadarola', 'Breaking News', '2020', 'Election 2020', 'Donald Trump', 'Joe Biden', '2020 Election Results', 'Biden', 'Trump', '2022 election', '2024 election', '2024', 'shake', 'aggressive', 'aggressively', 'Marjorie Taylor Greene', 'MTG', 'Rich McCormick', 'Mike Johnson', 'Kevin McCarthy', 'Adam Kirzinger']",US
WATCH: Senator SALIVATES Over Bank CEOs In His Presence,2023-12-08T04:00:10Z,25,47815,1632,301,PT15M10S,"['231207__TB01PoliticalActors', 'News', 'Politics', 'TYT', 'The Young Turks', 'Cenk Uygur', 'Progressive', 'TYT Network', 'Ana Kasparian', 'political establishment', 'John Iadarola', 'Breaking News', '2020', 'Election 2020', 'Donald Trump', 'Joe Biden', '2020 Election Results', 'Biden', 'Trump', '2022 election', '2024 election', '2024', 'Banking', 'Dodd-Frank Act', ""Bank CEO's"", 'J.D. Vance', 'political actors', 'bankers', 'Senator John Kennedy', 'deregulate']",US
Remember This Is The Party That Claims To Be For Freedom & Liberty,2023-12-07T05:02:40Z,25,70215,2609,960,PT12M6S,"['231206__EL06RepubsAttackTransRights', 'News', 'Politics', '231206__EL03DeSantisRefusesToAnswer', '231206__EL01DemCanidatesTogether', 'TYT', 'The Young Turks', 'Cenk Uygur', 'Progressive', 'TYT Network', 'Ana Kasparian', 'political establishment', 'John Iadarola', 'Breaking News', '2020', 'Election 2020', 'Donald Trump', 'Joe Biden', '2020 Election Results', 'Biden', 'Trump', '2022 election', '2024 election', '2024', 'marianne williamson', 'dean phillips']",US
UPenn President Faces Calls To Step Down After DISASTROUS Hearing,2023-12-09T04:30:00Z,25,139387,2117,2817,PT14M37S,"['231208__TB01Penn', 'News', 'Politics', 'TYT', 'The Young Turks', 'Cenk Uygur', 'Progressive', 'TYT Network', 'Ana Kasparian', 'political establishment', 'John Iadarola', 'Breaking News', '2020', 'Election 2020', 'Donald Trump', 'Joe Biden', '2020 Election Results', 'Biden', 'Trump', '2022 election', '2024 election', '2024', 'Ben Gleib', 'David Shuster', 'Sharon Reed', 'UPenn', 'University of Pennsylvania', 'Harvard', 'Genocide', 'Hearing', 'Elise Stefanik', 'testimony']",US
‘GTA VI’ Has Already Sparked a Bizarre ‘Zionist’ Conspiracy Theory #gta5 #conspiracy,2023-12-06T20:00:10Z,25,73260,1727,476,PT58S,"['VICE News', 'VICE News Tonight', 'VICE on HBO', 'news', 'vice video', 'VICE on SHOWTIME', 'vice news 2023', 'gta5', 'grand theft auto', 'conspiracy theory', 'zionist', 'gta vi', 'game', 'gamer', 'gaming']",US
GUYANA FOR SALE (Official Clip) | VICE | Season 3,2022-06-19T15:59:51Z,25,180613,2611,619,PT1M4S,"['VICE News', 'VICE News Tonight', 'VICE on HBO', 'news', 'vice video', 'VICE on SHOWTIME', 'vice news 2020']",US
The Bounty Hunters Catching Pythons In Florida (HBO),2019-02-11T15:56:05Z,25,3732985,30475,3484,PT5M38S,"['The Bounty Hunters Catching Pythons In Florida', 'capturing pythons', 'florida python hunters', 'tom rahill', 'everglades pythons', 'everglades python', 'python hunters', 'python hunting', 'python problem', 'burmese python', 'vice news', 'vice news tonight', 'vice on hbo', 'swamp apes', 'snakes', 'hunting', 'biodiversity', 'environment', 'geology', 'river health', 'climate change', 'water management', 'endangered species', 'ecosystem', 'dangerous jobs', 'invasive species', 'steve irwin', 'vice news 2019', 'florida man']",US
The Tiny Island in Greece With the Oldest Life Expectancy in the World,2021-03-14T13:00:30Z,25,1483506,38887,2794,PT8M4S,"['VICE News', 'VICE News Tonight', 'VICE on HBO', 'news', 'vice video', 'VICE on SHOWTIME', 'vice news 2020', 'ikaria', 'aegean sea', 'greece', 'life in greece', 'blue zone', 'mediterranean diet', 'life expectancy', 'life in ikaria', 'pescatarian', 'plant based diet', 'greek wine', 'ikaria greece', 'blue zones', 'fresh fish', 'farm to table', 'ikarian way of life', 'ikarian']",US
The Man Behind the World's Biggest Financial Fraud | Investigators,2021-10-29T20:12:15Z,25,2984458,45017,3308,PT9M13S,"['1mbd scandal', '1mbd', 'wolf of wall street', 'Jho Low', 'documentary', 'documentaries', 'docs', 'interview', 'culture', 'lifestyle', 'world', 'exclusive', 'independent', 'underground', 'videos', 'journalism', 'vice guide', 'vice.com', 'vice', 'vice magazine', 'vice mag', 'vice videos', 'film', 'short film', 'movies', 'VWN', 'Vice World News', 'world news', 'news', 'investigators', 'leo dicaprio', 'paris hilton', 'jho low', 'jho low documentary', 'jho low party', 'wolf of wall street trailer', 'leo dicaprio wolf of wall street']",US
The Allure of Columbine Fandom,2020-03-12T13:50:57Z,25,1522431,25034,5389,PT12M29S,"['VICE News', 'VICE News Tonight', 'VICE on HBO', 'news', 'vice video', 'vice news 2019', 'columbine high school', 'dylan klebold', 'eric harris', 'learning from americas school shootings', 'david noriega', 'david noriega vice news', 'vice news tonight vice tv', 'gun control', 'mass shootings', 'suicide', 'sol pais', 'sol pais columbine']",US
The Nations Biggest Collection Of Racist Objects Are All In A Michigan College Basement,2018-03-26T15:00:04Z,25,13106601,281540,36539,PT5M42S,"['david pilgrim museum', 'Michigan College Basement', 'racist memorabilia museum', 'racist history', 'Nation’s Biggest Collection Of Racist Objects', 'vice jim crow museum', 'Jim Crow Museum of Racist Memorabilia', 'Jim Crow Museum', 'Jim Crow', 'racism in america', 'David Pilgrim', 'Big Rapids', 'news', 'vice', 'racism', 'VICE', 'black history', 'american history', 'american history south', 'Alabama', 'george floyd', 'police brutality protest', 'I cant breathe', 'juneteenth', 'us race history']",US
The Bribery and Sex Party Scandal in the US Navy | Investigators,2021-12-18T14:00:11Z,25,2901425,51318,4383,PT10M23S,"['documentary', 'documentaries', 'docs', 'interview', 'culture', 'lifestyle', 'world', 'exclusive', 'independent', 'underground', 'videos', 'journalism', 'vice guide', 'vice.com', 'vice', 'vice magazine', 'vice mag', 'vice videos', 'film', 'short film', 'movies', 'VWN', 'Vice World News', 'world news', 'news', 'investigators', 'tom wright', 'project brazen', 'leonard glenn francis', 'michael misiewicz', 'marcy misiewicz', 'bribery', 'corruption', 'prostitutes', 'navy', 'us navy', 'NCIS']",US
North Korea In The Age Of Trump,2020-01-24T17:00:06Z,25,7490555,103828,13158,PT20M17S,"['vice north korea', 'VICE on HBO', 'VICE on HBO season 6', 'vice news 2019', 'kim Jong Un health', 'shane smith vice', 'shane smith north korea', 'inside north koera vice', 'north korea', 'VICE News', 'Korea', 'VICE News Tonight', 'news', 'vice video', 'kim jong un', 'donald trump', 'shane smith', 'DPRK-U.S. summit', 'north korean propaganda', 'Donald Trump North Korea', 'vice guide', 'doomsday clock', 'South Korea', 'hermit kingdom', 'kim jong-un', 'vice international news', 'Kim jong un surgery']",US
America's Most Hated Fish Are Being Purged By Electric Shocks and Sound,2020-10-26T13:00:00Z,25,7057382,56054,10339,PT5M42S,"['most hated fish', 'Asian carp vice', 'U.S. War on Asian Carp', 'asian carp electric shock', 'VICE News', 'VICE News Tonight', 'VICE on HBO', 'news', 'vice video', 'VICE on SHOWTIME', 'vice news 2020', 'electric shock', 'asian carp fishing', 'asian carp shotgun shooting', 'asian carp knockout', 'asian carp jumping into boat', 'invasive species', 'asian carp fishing boat', 'asian carp cooking', 'Asian carp jumping', 'animal news', 'animals']",US
Inside El Chapo’s Escape Tunnel,2015-07-24T15:01:15Z,25,23553645,184787,9375,PT11M19S,"[""Chapo's escape"", 'El Chapo', 'Inside El Chapo’s Escape Tunnel', 'el chapo escape tunnel', 'El chapo vice', 'Altiplano Prison', 'el chapo tunnel', 'el chapo escape video', 'Chapo Guzman', 'Joaquin Guzman', 'Joaquin', 'Mexico', 'México', 'Sinaloa Cartel', 'Cartel de Sinaloa', 'tunnel', 'tunel', 'Alejandro Rubido', 'Osorio Chong', 'EPN', 'Peña Nieto', 'Pena Nieto', 'jailbreak', 'Mexico-France', 'Flavio Sosa', 'Daniel Hernandez', 'VICE News', 'VICE', 'news', 'documentary', 'journalism', 'world news', 'culture', 'world', 'el chapo trial']",US
The Hotshot Firefighters Battling California's Biggest Fires,2020-10-22T12:00:03Z,25,666259,12324,927,PT11M47S,"[""Hotshot Firefighters Battling California's Biggest Fires"", 'Wildfire special forces', 'VICE News Tonight', 'hotshot Firefighters', 'hotshot wildfire', 'VICE News', 'VICE on HBO', 'news', 'vice video', 'VICE on SHOWTIME', 'vice news 2020', 'Forestry Technitions', 'california wildfires', 'fire fighting', 'climate change', 'forest fire', 'Michael Anthony Adams', 'california fires', 'california fires 2020', 'hotshot wildland firefighter', 'Wildland hotshot crews']",US
The World’s Most Terrifying Spyware | Investigators,2021-10-02T16:00:09Z,25,1250370,27898,2569,PT10M20S,"['VICE News', 'VICE News Tonight', 'VICE on HBO', 'news', 'vice video', 'VICE on SHOWTIME', 'vice news 2020', 'Spyware', 'pegasus', 'Eyal Weizman', 'Shourideh Molavi', 'Forensic Architecture', 'Pegasus spyware', 'pegasus malware', 'smartphone', 'yt:cc=on', 'documentary', 'documentaries', 'docs', 'interview', 'culture', 'lifestyle', 'world', 'exclusive', 'independent', 'underground', 'videos', 'journalism', 'vice guide', 'vice.com', 'vice', 'vice magazine', 'vice mag', 'vice videos', 'short film', 'VWN', 'Vice World News', 'world news', 'investigators', 'forensic architecture']",US
How Virtual Restaurants Could Become a $1 Trillion Industry,2021-07-18T16:00:15Z,25,1178032,20159,1687,PT9M35S,"['VICE News', 'VICE News Tonight', 'VICE on HBO', 'news', 'vice video', 'VICE on SHOWTIME', 'vice news 2020']",US
Here's What Survivors of a 'Troubled Teen' Program Say Went On Inside,2021-03-29T22:00:08Z,25,3168218,54119,8212,PT16M36S,"['VICE News', 'VICE News Tonight', 'VICE on HBO', 'news', 'vice video', 'VICE on SHOWTIME', 'vice news 2020', 'utah', 'troubled teen industry', 'troubled teens', 'reform schools', 'reform school industry']",US
Living Rent-Free Next to Millionaires,2022-01-26T14:00:33Z,25,4788249,58555,12840,PT10M7S,"['VICE News', 'VICE News Tonight', 'VICE on HBO', 'news', 'vice video', 'VICE on SHOWTIME', 'vice news 2020']",US
Nyango Star: The Heavy Metal Cat Mascot Saving A Japanese Farm (HBO),2019-01-10T14:07:25Z,25,2881471,108710,4294,PT7M22S,"['VICE News', 'VICE News Tonight', 'VICE on HBO', 'news', 'vice video', 'vice news 2018', 'nyango star', 'japan', 'japanese mascot', 'yuru-chara', 'japan celebrity', 'viral star', 'japan meme', 'chill mascot', 'heavy metal apple mascot', 'police department', 'farm', 'economic stimulus', 'government', 'law enfircement', 'kuroishi city', 'superstar', 'Meet Nyango Star: The Heavy Metal Cat Mascot Saving A Japanese Farm', 'babymetal official', 'heavy metal', 'pop culture', 'entertainment', 'tokyo', 'anime', 'meme culture']",US
The Vigilante Group Of New Yorkers Who Hunt Rats At Night,2018-06-29T15:59:01Z,25,9562335,121821,24998,PT6M54S,"['nyc rats', 'new yorkers hunting rats', 'new york rat hunting dogs', 'rats vice', 'The Ryders Alley Trencher-Fed Society', 'nyc pests', 'rat hunting', 'pizza rat', 'rats', 'cannibal rat', 'rat terriers', 'rat dogs', 'VICE News', 'VICE News Tonight', 'VICE on HBO', 'news', 'vice video', 'new york city', 'rodents', 'pest control', 'exclusive', 'interview', 'vigilantes', 'city health department', 'bronx', 'rat poisoning', 'bill de blasio', 'richard reynolds', 'health', 'rat disease', 'thomas morton vice', 'thomas morton']",US
"Man-Eating Crocodiles Are at Record Numbers, & Conservationists Love It",2021-09-10T16:00:23Z,25,4112550,39246,5443,PT12M47S,"['VICE News', 'VICE News Tonight', 'VICE on HBO', 'news', 'vice video', 'VICE on SHOWTIME', 'vice news 2020']",US
Why Pakistan's Bodybuilders Are Dying,2022-07-15T13:00:10Z,25,1770380,31514,3431,PT10M36S,"['VICE News', 'VICE News Tonight', 'VICE on HBO', 'news', 'vice video', 'VICE on SHOWTIME', 'vice news 2020', 'pakistan', 'bodybuilding', 'steroids', 'vwn', 'vice world news', 'vice news 2022', 'Shehzad Khan Afrid', 'karachi', 'gym', 'juiced up', 'dangers steroids', 'bodybuilding competition', 'bodybuilding competition prep', 'bodybuilding comeback motivation', 'bodybuilding competition diet', 'training plan', 'weight training', 'vice news youtube', 'world news', 'documentary', 'vice', 'dangers of anabolic steroids', 'pakistani']",US
